row,wavelength,n_real,n_imag,aa,bb
695,0.532,1.3,0.0,15,0.09
696,0.532,1.3,0.0,15,0.1
697,0.532,1.3,0.0,15,0.11
698,0.532,1.3,0.0,15,0.12
699,0.532,1.3,0.0,15,0.13
700,0.532,1.3,0.0,15,0.14
701,0.532,1.3,0.0,15,0.15
702,0.532,1.3,0.0,15,0.16
703,0.532,1.3,0.0,15,0.17
704,0.532,1.3,0.0,15,0.18
705,0.532,1.3,0.0,15,0.19
706,0.532,1.3,0.0,15,0.2
707,0.532,1.3,0.0,15,0.21
708,0.532,1.3,0.0,15,0.22
709,0.532,1.3,0.0,15,0.23
710,0.532,1.3,0.0,15,0.24
711,0.532,1.3,0.0,15,0.25
712,0.532,1.3,0.0,15,0.26
713,0.532,1.3,0.0,15,0.27
714,0.532,1.3,0.0,15,0.28
715,0.532,1.3,0.0,15,0.29
716,0.532,1.3,0.0,15,0.3
717,0.532,1.3,0.0,15,0.31
718,0.532,1.3,0.0,15,0.32
719,0.532,1.3,0.0,15,0.33
720,0.532,1.3,0.0,15,0.34
721,0.532,1.3,0.0,15,0.35
722,0.532,1.3,0.0,15,0.36
723,0.532,1.3,0.0,15,0.37
724,0.532,1.3,0.0,15,0.38
725,0.532,1.3,0.0,15,0.39
726,0.532,1.3,0.0,15,0.4
727,0.532,1.3,0.0,15,0.41
728,0.532,1.3,0.0,15,0.42
729,0.532,1.3,0.0,15,0.43
730,0.532,1.3,0.0,15,0.44
731,0.532,1.3,0.0,15,0.45
732,0.532,1.3,0.0,15,0.46
733,0.532,1.3,0.0,15,0.47
734,0.532,1.3,0.0,15,0.48
735,0.532,1.3,0.0,15,0.49
736,0.532,1.3,0.0,16,0.01
737,0.532,1.3,0.0,16,0.02
738,0.532,1.3,0.0,16,0.03
739,0.532,1.3,0.0,16,0.04
740,0.532,1.3,0.0,16,0.05
741,0.532,1.3,0.0,16,0.06
742,0.532,1.3,0.0,16,0.07
743,0.532,1.3,0.0,16,0.08
744,0.532,1.3,0.0,16,0.09
745,0.532,1.3,0.0,16,0.1
746,0.532,1.3,0.0,16,0.11
747,0.532,1.3,0.0,16,0.12
748,0.532,1.3,0.0,16,0.13
749,0.532,1.3,0.0,16,0.14
750,0.532,1.3,0.0,16,0.15
751,0.532,1.3,0.0,16,0.16
752,0.532,1.3,0.0,16,0.17
753,0.532,1.3,0.0,16,0.18
754,0.532,1.3,0.0,16,0.19
755,0.532,1.3,0.0,16,0.2
756,0.532,1.3,0.0,16,0.21
757,0.532,1.3,0.0,16,0.22
758,0.532,1.3,0.0,16,0.23
759,0.532,1.3,0.0,16,0.24
760,0.532,1.3,0.0,16,0.25
761,0.532,1.3,0.0,16,0.26
762,0.532,1.3,0.0,16,0.27
763,0.532,1.3,0.0,16,0.28
764,0.532,1.3,0.0,16,0.29
765,0.532,1.3,0.0,16,0.3
766,0.532,1.3,0.0,16,0.31
767,0.532,1.3,0.0,16,0.32
768,0.532,1.3,0.0,16,0.33
769,0.532,1.3,0.0,16,0.34
770,0.532,1.3,0.0,16,0.35
771,0.532,1.3,0.0,16,0.36
772,0.532,1.3,0.0,16,0.37
773,0.532,1.3,0.0,16,0.38
774,0.532,1.3,0.0,16,0.39
775,0.532,1.3,0.0,16,0.4
776,0.532,1.3,0.0,16,0.41
777,0.532,1.3,0.0,16,0.42
778,0.532,1.3,0.0,16,0.43
779,0.532,1.3,0.0,16,0.44
780,0.532,1.3,0.0,16,0.45
781,0.532,1.3,0.0,16,0.46
782,0.532,1.3,0.0,16,0.47
783,0.532,1.3,0.0,16,0.48
784,0.532,1.3,0.0,16,0.49
785,0.532,1.3,0.0,17,0.01
786,0.532,1.3,0.0,17,0.02
787,0.532,1.3,0.0,17,0.03
788,0.532,1.3,0.0,17,0.04
789,0.532,1.3,0.0,17,0.05
790,0.532,1.3,0.0,17,0.06
791,0.532,1.3,0.0,17,0.07
792,0.532,1.3,0.0,17,0.08
793,0.532,1.3,0.0,17,0.09
794,0.532,1.3,0.0,17,0.1
795,0.532,1.3,0.0,17,0.11
796,0.532,1.3,0.0,17,0.12
797,0.532,1.3,0.0,17,0.13
798,0.532,1.3,0.0,17,0.14
799,0.532,1.3,0.0,17,0.15
800,0.532,1.3,0.0,17,0.16
801,0.532,1.3,0.0,17,0.17
802,0.532,1.3,0.0,17,0.18
803,0.532,1.3,0.0,17,0.19
804,0.532,1.3,0.0,17,0.2
805,0.532,1.3,0.0,17,0.21
806,0.532,1.3,0.0,17,0.22
807,0.532,1.3,0.0,17,0.23
808,0.532,1.3,0.0,17,0.24
809,0.532,1.3,0.0,17,0.25
810,0.532,1.3,0.0,17,0.26
811,0.532,1.3,0.0,17,0.27
812,0.532,1.3,0.0,17,0.28
813,0.532,1.3,0.0,17,0.29
814,0.532,1.3,0.0,17,0.3
815,0.532,1.3,0.0,17,0.31
816,0.532,1.3,0.0,17,0.32
817,0.532,1.3,0.0,17,0.33
818,0.532,1.3,0.0,17,0.34
819,0.532,1.3,0.0,17,0.35
820,0.532,1.3,0.0,17,0.36
821,0.532,1.3,0.0,17,0.37
822,0.532,1.3,0.0,17,0.38
823,0.532,1.3,0.0,17,0.39
824,0.532,1.3,0.0,17,0.4
825,0.532,1.3,0.0,17,0.41
826,0.532,1.3,0.0,17,0.42
827,0.532,1.3,0.0,17,0.43
828,0.532,1.3,0.0,17,0.44
829,0.532,1.3,0.0,17,0.45
830,0.532,1.3,0.0,17,0.46
831,0.532,1.3,0.0,17,0.47
832,0.532,1.3,0.0,17,0.48
833,0.532,1.3,0.0,17,0.49
834,0.532,1.3,0.0,18,0.01
835,0.532,1.3,0.0,18,0.02
836,0.532,1.3,0.0,18,0.03
837,0.532,1.3,0.0,18,0.04
838,0.532,1.3,0.0,18,0.05
839,0.532,1.3,0.0,18,0.06
840,0.532,1.3,0.0,18,0.07
841,0.532,1.3,0.0,18,0.08
842,0.532,1.3,0.0,18,0.09
843,0.532,1.3,0.0,18,0.1
844,0.532,1.3,0.0,18,0.11
845,0.532,1.3,0.0,18,0.12
846,0.532,1.3,0.0,18,0.13
847,0.532,1.3,0.0,18,0.14
848,0.532,1.3,0.0,18,0.15
849,0.532,1.3,0.0,18,0.16
850,0.532,1.3,0.0,18,0.17
851,0.532,1.3,0.0,18,0.18
852,0.532,1.3,0.0,18,0.19
853,0.532,1.3,0.0,18,0.2
854,0.532,1.3,0.0,18,0.21
855,0.532,1.3,0.0,18,0.22
856,0.532,1.3,0.0,18,0.23
857,0.532,1.3,0.0,18,0.24
858,0.532,1.3,0.0,18,0.25
859,0.532,1.3,0.0,18,0.26
860,0.532,1.3,0.0,18,0.27
861,0.532,1.3,0.0,18,0.28
862,0.532,1.3,0.0,18,0.29
863,0.532,1.3,0.0,18,0.3
864,0.532,1.3,0.0,18,0.31
865,0.532,1.3,0.0,18,0.32
866,0.532,1.3,0.0,18,0.33
867,0.532,1.3,0.0,18,0.34
868,0.532,1.3,0.0,18,0.35
869,0.532,1.3,0.0,18,0.36
870,0.532,1.3,0.0,18,0.37
871,0.532,1.3,0.0,18,0.38
872,0.532,1.3,0.0,18,0.39
873,0.532,1.3,0.0,18,0.4
874,0.532,1.3,0.0,18,0.41
875,0.532,1.3,0.0,18,0.42
876,0.532,1.3,0.0,18,0.43
877,0.532,1.3,0.0,18,0.44
878,0.532,1.3,0.0,18,0.45
879,0.532,1.3,0.0,18,0.46
880,0.532,1.3,0.0,18,0.47
881,0.532,1.3,0.0,18,0.48
882,0.532,1.3,0.0,18,0.49
883,0.532,1.3,0.0,19,0.01
884,0.532,1.3,0.0,19,0.02
885,0.532,1.3,0.0,19,0.03
886,0.532,1.3,0.0,19,0.04
887,0.532,1.3,0.0,19,0.05
888,0.532,1.3,0.0,19,0.06
889,0.532,1.3,0.0,19,0.07
890,0.532,1.3,0.0,19,0.08
891,0.532,1.3,0.0,19,0.09
892,0.532,1.3,0.0,19,0.1
893,0.532,1.3,0.0,19,0.11
894,0.532,1.3,0.0,19,0.12
895,0.532,1.3,0.0,19,0.13
896,0.532,1.3,0.0,19,0.14
897,0.532,1.3,0.0,19,0.15
898,0.532,1.3,0.0,19,0.16
899,0.532,1.3,0.0,19,0.17
900,0.532,1.3,0.0,19,0.18
901,0.532,1.3,0.0,19,0.19
902,0.532,1.3,0.0,19,0.2
903,0.532,1.3,0.0,19,0.21
904,0.532,1.3,0.0,19,0.22
905,0.532,1.3,0.0,19,0.23
906,0.532,1.3,0.0,19,0.24
907,0.532,1.3,0.0,19,0.25
908,0.532,1.3,0.0,19,0.26
909,0.532,1.3,0.0,19,0.27
910,0.532,1.3,0.0,19,0.28
911,0.532,1.3,0.0,19,0.29
912,0.532,1.3,0.0,19,0.3
913,0.532,1.3,0.0,19,0.31
914,0.532,1.3,0.0,19,0.32
915,0.532,1.3,0.0,19,0.33
916,0.532,1.3,0.0,19,0.34
917,0.532,1.3,0.0,19,0.35
918,0.532,1.3,0.0,19,0.36
919,0.532,1.3,0.0,19,0.37
920,0.532,1.3,0.0,19,0.38
921,0.532,1.3,0.0,19,0.39
922,0.532,1.3,0.0,19,0.4
923,0.532,1.3,0.0,19,0.41
924,0.532,1.3,0.0,19,0.42
925,0.532,1.3,0.0,19,0.43
926,0.532,1.3,0.0,19,0.44
927,0.532,1.3,0.0,19,0.45
928,0.532,1.3,0.0,19,0.46
929,0.532,1.3,0.0,19,0.47
930,0.532,1.3,0.0,19,0.48
931,0.532,1.3,0.0,19,0.49
932,0.532,1.3,0.0,20,0.01
933,0.532,1.3,0.0,20,0.02
934,0.532,1.3,0.0,20,0.03
935,0.532,1.3,0.0,20,0.04
936,0.532,1.3,0.0,20,0.05
937,0.532,1.3,0.0,20,0.06
938,0.532,1.3,0.0,20,0.07
939,0.532,1.3,0.0,20,0.08
940,0.532,1.3,0.0,20,0.09
941,0.532,1.3,0.0,20,0.1
942,0.532,1.3,0.0,20,0.11
943,0.532,1.3,0.0,20,0.12
944,0.532,1.3,0.0,20,0.13
945,0.532,1.3,0.0,20,0.14
946,0.532,1.3,0.0,20,0.15
947,0.532,1.3,0.0,20,0.16
948,0.532,1.3,0.0,20,0.17
949,0.532,1.3,0.0,20,0.18
950,0.532,1.3,0.0,20,0.19
951,0.532,1.3,0.0,20,0.2
952,0.532,1.3,0.0,20,0.21
953,0.532,1.3,0.0,20,0.22
954,0.532,1.3,0.0,20,0.23
955,0.532,1.3,0.0,20,0.24
956,0.532,1.3,0.0,20,0.25
957,0.532,1.3,0.0,20,0.26
958,0.532,1.3,0.0,20,0.27
959,0.532,1.3,0.0,20,0.28
960,0.532,1.3,0.0,20,0.29
961,0.532,1.3,0.0,20,0.3
962,0.532,1.3,0.0,20,0.31
963,0.532,1.3,0.0,20,0.32
964,0.532,1.3,0.0,20,0.33
965,0.532,1.3,0.0,20,0.34
966,0.532,1.3,0.0,20,0.35
967,0.532,1.3,0.0,20,0.36
968,0.532,1.3,0.0,20,0.37
969,0.532,1.3,0.0,20,0.38
970,0.532,1.3,0.0,20,0.39
971,0.532,1.3,0.0,20,0.4
972,0.532,1.3,0.0,20,0.41
973,0.532,1.3,0.0,20,0.42
974,0.532,1.3,0.0,20,0.43
975,0.532,1.3,0.0,20,0.44
976,0.532,1.3,0.0,20,0.45
977,0.532,1.3,0.0,20,0.46
978,0.532,1.3,0.0,20,0.47
979,0.532,1.3,0.0,20,0.48
980,0.532,1.3,0.0,20,0.49
981,0.532,1.3,0.0,21,0.01
982,0.532,1.3,0.0,21,0.02
983,0.532,1.3,0.0,21,0.03
984,0.532,1.3,0.0,21,0.04
985,0.532,1.3,0.0,21,0.05
986,0.532,1.3,0.0,21,0.06
987,0.532,1.3,0.0,21,0.07
988,0.532,1.3,0.0,21,0.08
989,0.532,1.3,0.0,21,0.09
990,0.532,1.3,0.0,21,0.1
991,0.532,1.3,0.0,21,0.11
992,0.532,1.3,0.0,21,0.12
993,0.532,1.3,0.0,21,0.13
994,0.532,1.3,0.0,21,0.14
995,0.532,1.3,0.0,21,0.15
996,0.532,1.3,0.0,21,0.16
997,0.532,1.3,0.0,21,0.17
998,0.532,1.3,0.0,21,0.18
999,0.532,1.3,0.0,21,0.19
1000,0.532,1.3,0.0,21,0.2
1001,0.532,1.3,0.0,21,0.21
1002,0.532,1.3,0.0,21,0.22
1003,0.532,1.3,0.0,21,0.23
1004,0.532,1.3,0.0,21,0.24
1005,0.532,1.3,0.0,21,0.25
1006,0.532,1.3,0.0,21,0.26
1007,0.532,1.3,0.0,21,0.27
1008,0.532,1.3,0.0,21,0.28
1009,0.532,1.3,0.0,21,0.29
1010,0.532,1.3,0.0,21,0.3
1011,0.532,1.3,0.0,21,0.31
1012,0.532,1.3,0.0,21,0.32
1013,0.532,1.3,0.0,21,0.33
1014,0.532,1.3,0.0,21,0.34
1015,0.532,1.3,0.0,21,0.35
1016,0.532,1.3,0.0,21,0.36
1017,0.532,1.3,0.0,21,0.37
1018,0.532,1.3,0.0,21,0.38
1019,0.532,1.3,0.0,21,0.39
1020,0.532,1.3,0.0,21,0.4
1021,0.532,1.3,0.0,21,0.41
1022,0.532,1.3,0.0,21,0.42
1023,0.532,1.3,0.0,21,0.43
1024,0.532,1.3,0.0,21,0.44
1025,0.532,1.3,0.0,21,0.45
1026,0.532,1.3,0.0,21,0.46
1027,0.532,1.3,0.0,21,0.47
1028,0.532,1.3,0.0,21,0.48
1029,0.532,1.3,0.0,21,0.49
1030,0.532,1.3,0.0,22,0.01
1031,0.532,1.3,0.0,22,0.02
1032,0.532,1.3,0.0,22,0.03
1033,0.532,1.3,0.0,22,0.04
1034,0.532,1.3,0.0,22,0.05
1035,0.532,1.3,0.0,22,0.06
1036,0.532,1.3,0.0,22,0.07
1037,0.532,1.3,0.0,22,0.08
1038,0.532,1.3,0.0,22,0.09
1039,0.532,1.3,0.0,22,0.1
1040,0.532,1.3,0.0,22,0.11
1041,0.532,1.3,0.0,22,0.12
1042,0.532,1.3,0.0,22,0.13
1043,0.532,1.3,0.0,22,0.14
1044,0.532,1.3,0.0,22,0.15
1045,0.532,1.3,0.0,22,0.16
1046,0.532,1.3,0.0,22,0.17
1047,0.532,1.3,0.0,22,0.18
1048,0.532,1.3,0.0,22,0.19
1049,0.532,1.3,0.0,22,0.2
1050,0.532,1.3,0.0,22,0.21
1051,0.532,1.3,0.0,22,0.22
1052,0.532,1.3,0.0,22,0.23
1053,0.532,1.3,0.0,22,0.24
1054,0.532,1.3,0.0,22,0.25
1055,0.532,1.3,0.0,22,0.26
1056,0.532,1.3,0.0,22,0.27
1057,0.532,1.3,0.0,22,0.28
1058,0.532,1.3,0.0,22,0.29
1059,0.532,1.3,0.0,22,0.3
1060,0.532,1.3,0.0,22,0.31
1061,0.532,1.3,0.0,22,0.32
1062,0.532,1.3,0.0,22,0.33
1063,0.532,1.3,0.0,22,0.34
1064,0.532,1.3,0.0,22,0.35
1065,0.532,1.3,0.0,22,0.36
1066,0.532,1.3,0.0,22,0.37
1067,0.532,1.3,0.0,22,0.38
1068,0.532,1.3,0.0,22,0.39
1069,0.532,1.3,0.0,22,0.4
1070,0.532,1.3,0.0,22,0.41
1071,0.532,1.3,0.0,22,0.42
1072,0.532,1.3,0.0,22,0.43
1073,0.532,1.3,0.0,22,0.44
1074,0.532,1.3,0.0,22,0.45
1075,0.532,1.3,0.0,22,0.46
1076,0.532,1.3,0.0,22,0.47
1077,0.532,1.3,0.0,22,0.48
1078,0.532,1.3,0.0,22,0.49
1079,0.532,1.3,0.0,23,0.01
1080,0.532,1.3,0.0,23,0.02
1081,0.532,1.3,0.0,23,0.03
1082,0.532,1.3,0.0,23,0.04
1083,0.532,1.3,0.0,23,0.05
1084,0.532,1.3,0.0,23,0.06
1085,0.532,1.3,0.0,23,0.07
1086,0.532,1.3,0.0,23,0.08
1087,0.532,1.3,0.0,23,0.09
1088,0.532,1.3,0.0,23,0.1
1089,0.532,1.3,0.0,23,0.11
1090,0.532,1.3,0.0,23,0.12
1091,0.532,1.3,0.0,23,0.13
1092,0.532,1.3,0.0,23,0.14
1093,0.532,1.3,0.0,23,0.15
1094,0.532,1.3,0.0,23,0.16
1095,0.532,1.3,0.0,23,0.17
1096,0.532,1.3,0.0,23,0.18
1097,0.532,1.3,0.0,23,0.19
1098,0.532,1.3,0.0,23,0.2
1099,0.532,1.3,0.0,23,0.21
1100,0.532,1.3,0.0,23,0.22
1101,0.532,1.3,0.0,23,0.23
1102,0.532,1.3,0.0,23,0.24
1103,0.532,1.3,0.0,23,0.25
1104,0.532,1.3,0.0,23,0.26
1105,0.532,1.3,0.0,23,0.27
1106,0.532,1.3,0.0,23,0.28
1107,0.532,1.3,0.0,23,0.29
1108,0.532,1.3,0.0,23,0.3
1109,0.532,1.3,0.0,23,0.31
1110,0.532,1.3,0.0,23,0.32
1111,0.532,1.3,0.0,23,0.33
1112,0.532,1.3,0.0,23,0.34
1113,0.532,1.3,0.0,23,0.35
1114,0.532,1.3,0.0,23,0.36
1115,0.532,1.3,0.0,23,0.37
1116,0.532,1.3,0.0,23,0.38
1117,0.532,1.3,0.0,23,0.39
1118,0.532,1.3,0.0,23,0.4
1119,0.532,1.3,0.0,23,0.41
1120,0.532,1.3,0.0,23,0.42
1121,0.532,1.3,0.0,23,0.43
1122,0.532,1.3,0.0,23,0.44
1123,0.532,1.3,0.0,23,0.45
1124,0.532,1.3,0.0,23,0.46
1125,0.532,1.3,0.0,23,0.47
1126,0.532,1.3,0.0,23,0.48
1127,0.532,1.3,0.0,23,0.49
1128,0.532,1.3,0.0,24,0.01
1129,0.532,1.3,0.0,24,0.02
1130,0.532,1.3,0.0,24,0.03
1131,0.532,1.3,0.0,24,0.04
1132,0.532,1.3,0.0,24,0.05
1133,0.532,1.3,0.0,24,0.06
1134,0.532,1.3,0.0,24,0.07
1135,0.532,1.3,0.0,24,0.08
1136,0.532,1.3,0.0,24,0.09
1137,0.532,1.3,0.0,24,0.1
1138,0.532,1.3,0.0,24,0.11
1139,0.532,1.3,0.0,24,0.12
1140,0.532,1.3,0.0,24,0.13
1141,0.532,1.3,0.0,24,0.14
1142,0.532,1.3,0.0,24,0.15
1143,0.532,1.3,0.0,24,0.16
1144,0.532,1.3,0.0,24,0.17
1145,0.532,1.3,0.0,24,0.18
1146,0.532,1.3,0.0,24,0.19
1147,0.532,1.3,0.0,24,0.2
1148,0.532,1.3,0.0,24,0.21
1149,0.532,1.3,0.0,24,0.22
1150,0.532,1.3,0.0,24,0.23
1151,0.532,1.3,0.0,24,0.24
1152,0.532,1.3,0.0,24,0.25
1153,0.532,1.3,0.0,24,0.26
1154,0.532,1.3,0.0,24,0.27
1155,0.532,1.3,0.0,24,0.28
1156,0.532,1.3,0.0,24,0.29
1157,0.532,1.3,0.0,24,0.3
1158,0.532,1.3,0.0,24,0.31
1159,0.532,1.3,0.0,24,0.32
1160,0.532,1.3,0.0,24,0.33
1161,0.532,1.3,0.0,24,0.34
1162,0.532,1.3,0.0,24,0.35
1163,0.532,1.3,0.0,24,0.36
1164,0.532,1.3,0.0,24,0.37
1165,0.532,1.3,0.0,24,0.38
1166,0.532,1.3,0.0,24,0.39
1167,0.532,1.3,0.0,24,0.4
1168,0.532,1.3,0.0,24,0.41
1169,0.532,1.3,0.0,24,0.42
1170,0.532,1.3,0.0,24,0.43
1171,0.532,1.3,0.0,24,0.44
1172,0.532,1.3,0.0,24,0.45
1173,0.532,1.3,0.0,24,0.46
1174,0.532,1.3,0.0,24,0.47
1175,0.532,1.3,0.0,24,0.48
1176,0.532,1.3,0.0,24,0.49
1177,0.532,1.3,0.0,25,0.01
1178,0.532,1.3,0.0,25,0.02
1179,0.532,1.3,0.0,25,0.03
1180,0.532,1.3,0.0,25,0.04
1181,0.532,1.3,0.0,25,0.05
1182,0.532,1.3,0.0,25,0.06
1183,0.532,1.3,0.0,25,0.07
1184,0.532,1.3,0.0,25,0.08
1185,0.532,1.3,0.0,25,0.09
1186,0.532,1.3,0.0,25,0.1
1187,0.532,1.3,0.0,25,0.11
1188,0.532,1.3,0.0,25,0.12
1189,0.532,1.3,0.0,25,0.13
1190,0.532,1.3,0.0,25,0.14
1191,0.532,1.3,0.0,25,0.15
1192,0.532,1.3,0.0,25,0.16
1193,0.532,1.3,0.0,25,0.17
1194,0.532,1.3,0.0,25,0.18
1195,0.532,1.3,0.0,25,0.19
1196,0.532,1.3,0.0,25,0.2
1197,0.532,1.3,0.0,25,0.21
1198,0.532,1.3,0.0,25,0.22
1199,0.532,1.3,0.0,25,0.23
1200,0.532,1.3,0.0,25,0.24
1201,0.532,1.3,0.0,25,0.25
1202,0.532,1.3,0.0,25,0.26
1203,0.532,1.3,0.0,25,0.27
1204,0.532,1.3,0.0,25,0.28
1205,0.532,1.3,0.0,25,0.29
1206,0.532,1.3,0.0,25,0.3
1207,0.532,1.3,0.0,25,0.31
1208,0.532,1.3,0.0,25,0.32
1209,0.532,1.3,0.0,25,0.33
1210,0.532,1.3,0.0,25,0.34
1211,0.532,1.3,0.0,25,0.35
1212,0.532,1.3,0.0,25,0.36
1213,0.532,1.3,0.0,25,0.37
1214,0.532,1.3,0.0,25,0.38
1215,0.532,1.3,0.0,25,0.39
1216,0.532,1.3,0.0,25,0.4
1217,0.532,1.3,0.0,25,0.41
1218,0.532,1.3,0.0,25,0.42
1219,0.532,1.3,0.0,25,0.43
1220,0.532,1.3,0.0,25,0.44
1221,0.532,1.3,0.0,25,0.45
1222,0.532,1.3,0.0,25,0.46
1223,0.532,1.3,0.0,25,0.47
1224,0.532,1.3,0.0,25,0.48
1225,0.532,1.3,0.0,25,0.49
1226,0.532,1.3,0.0,26,0.01
1227,0.532,1.3,0.0,26,0.02
1228,0.532,1.3,0.0,26,0.03
1229,0.532,1.3,0.0,26,0.04
1230,0.532,1.3,0.0,26,0.05
1231,0.532,1.3,0.0,26,0.06
1232,0.532,1.3,0.0,26,0.07
1233,0.532,1.3,0.0,26,0.08
1234,0.532,1.3,0.0,26,0.09
1235,0.532,1.3,0.0,26,0.1
1236,0.532,1.3,0.0,26,0.11
1237,0.532,1.3,0.0,26,0.12
1238,0.532,1.3,0.0,26,0.13
1239,0.532,1.3,0.0,26,0.14
1240,0.532,1.3,0.0,26,0.15
1241,0.532,1.3,0.0,26,0.16
1242,0.532,1.3,0.0,26,0.17
1243,0.532,1.3,0.0,26,0.18
1244,0.532,1.3,0.0,26,0.19
1245,0.532,1.3,0.0,26,0.2
1246,0.532,1.3,0.0,26,0.21
1247,0.532,1.3,0.0,26,0.22
1248,0.532,1.3,0.0,26,0.23
1249,0.532,1.3,0.0,26,0.24
1250,0.532,1.3,0.0,26,0.25
1251,0.532,1.3,0.0,26,0.26
1252,0.532,1.3,0.0,26,0.27
1253,0.532,1.3,0.0,26,0.28
1254,0.532,1.3,0.0,26,0.29
1255,0.532,1.3,0.0,26,0.3
1256,0.532,1.3,0.0,26,0.31
1257,0.532,1.3,0.0,26,0.32
1258,0.532,1.3,0.0,26,0.33
1259,0.532,1.3,0.0,26,0.34
1260,0.532,1.3,0.0,26,0.35
1261,0.532,1.3,0.0,26,0.36
1262,0.532,1.3,0.0,26,0.37
1263,0.532,1.3,0.0,26,0.38
1264,0.532,1.3,0.0,26,0.39
1265,0.532,1.3,0.0,26,0.4
1266,0.532,1.3,0.0,26,0.41
1267,0.532,1.3,0.0,26,0.42
1268,0.532,1.3,0.0,26,0.43
1269,0.532,1.3,0.0,26,0.44
1270,0.532,1.3,0.0,26,0.45
1271,0.532,1.3,0.0,26,0.46
1272,0.532,1.3,0.0,26,0.47
1273,0.532,1.3,0.0,26,0.48
1274,0.532,1.3,0.0,26,0.49
1275,0.532,1.3,0.0,27,0.01
1276,0.532,1.3,0.0,27,0.02
1277,0.532,1.3,0.0,27,0.03
1278,0.532,1.3,0.0,27,0.04
1279,0.532,1.3,0.0,27,0.05
1280,0.532,1.3,0.0,27,0.06
1281,0.532,1.3,0.0,27,0.07
1282,0.532,1.3,0.0,27,0.08
1283,0.532,1.3,0.0,27,0.09
1284,0.532,1.3,0.0,27,0.1
1285,0.532,1.3,0.0,27,0.11
1286,0.532,1.3,0.0,27,0.12
1287,0.532,1.3,0.0,27,0.13
1288,0.532,1.3,0.0,27,0.14
1289,0.532,1.3,0.0,27,0.15
1290,0.532,1.3,0.0,27,0.16
1291,0.532,1.3,0.0,27,0.17
1292,0.532,1.3,0.0,27,0.18
1293,0.532,1.3,0.0,27,0.19
1294,0.532,1.3,0.0,27,0.2
1295,0.532,1.3,0.0,27,0.21
1296,0.532,1.3,0.0,27,0.22
1297,0.532,1.3,0.0,27,0.23
1298,0.532,1.3,0.0,27,0.24
1299,0.532,1.3,0.0,27,0.25
1300,0.532,1.3,0.0,27,0.26
1301,0.532,1.3,0.0,27,0.27
1302,0.532,1.3,0.0,27,0.28
1303,0.532,1.3,0.0,27,0.29
1304,0.532,1.3,0.0,27,0.3
1305,0.532,1.3,0.0,27,0.31
1306,0.532,1.3,0.0,27,0.32
1307,0.532,1.3,0.0,27,0.33
1308,0.532,1.3,0.0,27,0.34
1309,0.532,1.3,0.0,27,0.35
1310,0.532,1.3,0.0,27,0.36
1311,0.532,1.3,0.0,27,0.37
1312,0.532,1.3,0.0,27,0.38
1313,0.532,1.3,0.0,27,0.39
1314,0.532,1.3,0.0,27,0.4
1315,0.532,1.3,0.0,27,0.41
1316,0.532,1.3,0.0,27,0.42
1317,0.532,1.3,0.0,27,0.43
1318,0.532,1.3,0.0,27,0.44
1319,0.532,1.3,0.0,27,0.45
1320,0.532,1.3,0.0,27,0.46
1321,0.532,1.3,0.0,27,0.47
1322,0.532,1.3,0.0,27,0.48
1323,0.532,1.3,0.0,27,0.49
1324,0.532,1.3,0.0,28,0.01
1325,0.532,1.3,0.0,28,0.02
1326,0.532,1.3,0.0,28,0.03
1327,0.532,1.3,0.0,28,0.04
1328,0.532,1.3,0.0,28,0.05
1329,0.532,1.3,0.0,28,0.06
1330,0.532,1.3,0.0,28,0.07
1331,0.532,1.3,0.0,28,0.08
1332,0.532,1.3,0.0,28,0.09
1333,0.532,1.3,0.0,28,0.1
1334,0.532,1.3,0.0,28,0.11
1335,0.532,1.3,0.0,28,0.12
1336,0.532,1.3,0.0,28,0.13
1337,0.532,1.3,0.0,28,0.14
1338,0.532,1.3,0.0,28,0.15
1339,0.532,1.3,0.0,28,0.16
1340,0.532,1.3,0.0,28,0.17
1341,0.532,1.3,0.0,28,0.18
1342,0.532,1.3,0.0,28,0.19
1343,0.532,1.3,0.0,28,0.2
1344,0.532,1.3,0.0,28,0.21
1345,0.532,1.3,0.0,28,0.22
1346,0.532,1.3,0.0,28,0.23
1347,0.532,1.3,0.0,28,0.24
1348,0.532,1.3,0.0,28,0.25
1349,0.532,1.3,0.0,28,0.26
1350,0.532,1.3,0.0,28,0.27
1351,0.532,1.3,0.0,28,0.28
1352,0.532,1.3,0.0,28,0.29
1353,0.532,1.3,0.0,28,0.3
1354,0.532,1.3,0.0,28,0.31
1355,0.532,1.3,0.0,28,0.32
1356,0.532,1.3,0.0,28,0.33
1357,0.532,1.3,0.0,28,0.34
1358,0.532,1.3,0.0,28,0.35
1359,0.532,1.3,0.0,28,0.36
1360,0.532,1.3,0.0,28,0.37
1361,0.532,1.3,0.0,28,0.38
1362,0.532,1.3,0.0,28,0.39
1363,0.532,1.3,0.0,28,0.4
1364,0.532,1.3,0.0,28,0.41
1365,0.532,1.3,0.0,28,0.42
1366,0.532,1.3,0.0,28,0.43
1367,0.532,1.3,0.0,28,0.44
1368,0.532,1.3,0.0,28,0.45
1369,0.532,1.3,0.0,28,0.46
1370,0.532,1.3,0.0,28,0.47
1371,0.532,1.3,0.0,28,0.48
1372,0.532,1.3,0.0,28,0.49
1373,0.532,1.3,0.0,29,0.01
1374,0.532,1.3,0.0,29,0.02
