row,wavelength,n_real,n_imag,aa,bb
1375,0.532,1.3,0.0,29,0.03
1376,0.532,1.3,0.0,29,0.04
1377,0.532,1.3,0.0,29,0.05
1378,0.532,1.3,0.0,29,0.06
1379,0.532,1.3,0.0,29,0.07
1380,0.532,1.3,0.0,29,0.08
1381,0.532,1.3,0.0,29,0.09
1382,0.532,1.3,0.0,29,0.1
1383,0.532,1.3,0.0,29,0.11
1384,0.532,1.3,0.0,29,0.12
1385,0.532,1.3,0.0,29,0.13
1386,0.532,1.3,0.0,29,0.14
1387,0.532,1.3,0.0,29,0.15
1388,0.532,1.3,0.0,29,0.16
1389,0.532,1.3,0.0,29,0.17
1390,0.532,1.3,0.0,29,0.18
1391,0.532,1.3,0.0,29,0.19
1392,0.532,1.3,0.0,29,0.2
1393,0.532,1.3,0.0,29,0.21
1394,0.532,1.3,0.0,29,0.22
1395,0.532,1.3,0.0,29,0.23
1396,0.532,1.3,0.0,29,0.24
1397,0.532,1.3,0.0,29,0.25
1398,0.532,1.3,0.0,29,0.26
1399,0.532,1.3,0.0,29,0.27
1400,0.532,1.3,0.0,29,0.28
1401,0.532,1.3,0.0,29,0.29
1402,0.532,1.3,0.0,29,0.3
1403,0.532,1.3,0.0,29,0.31
1404,0.532,1.3,0.0,29,0.32
1405,0.532,1.3,0.0,29,0.33
1406,0.532,1.3,0.0,29,0.34
1407,0.532,1.3,0.0,29,0.35
1408,0.532,1.3,0.0,29,0.36
1409,0.532,1.3,0.0,29,0.37
1410,0.532,1.3,0.0,29,0.38
1411,0.532,1.3,0.0,29,0.39
1412,0.532,1.3,0.0,29,0.4
1413,0.532,1.3,0.0,29,0.41
1414,0.532,1.3,0.0,29,0.42
1415,0.532,1.3,0.0,29,0.43
1416,0.532,1.3,0.0,29,0.44
1417,0.532,1.3,0.0,29,0.45
1418,0.532,1.3,0.0,29,0.46
1419,0.532,1.3,0.0,29,0.47
1420,0.532,1.3,0.0,29,0.48
1421,0.532,1.3,0.0,29,0.49
1422,0.532,1.3,0.0,30,0.01
1423,0.532,1.3,0.0,30,0.02
1424,0.532,1.3,0.0,30,0.03
1425,0.532,1.3,0.0,30,0.04
1426,0.532,1.3,0.0,30,0.05
1427,0.532,1.3,0.0,30,0.06
1428,0.532,1.3,0.0,30,0.07
1429,0.532,1.3,0.0,30,0.08
1430,0.532,1.3,0.0,30,0.09
1431,0.532,1.3,0.0,30,0.1
1432,0.532,1.3,0.0,30,0.11
1433,0.532,1.3,0.0,30,0.12
1434,0.532,1.3,0.0,30,0.13
1435,0.532,1.3,0.0,30,0.14
1436,0.532,1.3,0.0,30,0.15
1437,0.532,1.3,0.0,30,0.16
1438,0.532,1.3,0.0,30,0.17
1439,0.532,1.3,0.0,30,0.18
1440,0.532,1.3,0.0,30,0.19
1441,0.532,1.3,0.0,30,0.2
1442,0.532,1.3,0.0,30,0.21
1443,0.532,1.3,0.0,30,0.22
1444,0.532,1.3,0.0,30,0.23
1445,0.532,1.3,0.0,30,0.24
1446,0.532,1.3,0.0,30,0.25
1447,0.532,1.3,0.0,30,0.26
1448,0.532,1.3,0.0,30,0.27
1449,0.532,1.3,0.0,30,0.28
1450,0.532,1.3,0.0,30,0.29
1451,0.532,1.3,0.0,30,0.3
1452,0.532,1.3,0.0,30,0.31
1453,0.532,1.3,0.0,30,0.32
1454,0.532,1.3,0.0,30,0.33
1455,0.532,1.3,0.0,30,0.34
1456,0.532,1.3,0.0,30,0.35
1457,0.532,1.3,0.0,30,0.36
1458,0.532,1.3,0.0,30,0.37
1459,0.532,1.3,0.0,30,0.38
1460,0.532,1.3,0.0,30,0.39
1461,0.532,1.3,0.0,30,0.4
1462,0.532,1.3,0.0,30,0.41
1463,0.532,1.3,0.0,30,0.42
1464,0.532,1.3,0.0,30,0.43
1465,0.532,1.3,0.0,30,0.44
1466,0.532,1.3,0.0,30,0.45
1467,0.532,1.3,0.0,30,0.46
1468,0.532,1.3,0.0,30,0.47
1469,0.532,1.3,0.0,30,0.48
1470,0.532,1.3,0.0,30,0.49
1471,0.532,1.3,0.0,31,0.01
1472,0.532,1.3,0.0,31,0.02
1473,0.532,1.3,0.0,31,0.03
1474,0.532,1.3,0.0,31,0.04
1475,0.532,1.3,0.0,31,0.05
1476,0.532,1.3,0.0,31,0.06
1477,0.532,1.3,0.0,31,0.07
1478,0.532,1.3,0.0,31,0.08
1479,0.532,1.3,0.0,31,0.09
1480,0.532,1.3,0.0,31,0.1
1481,0.532,1.3,0.0,31,0.11
1482,0.532,1.3,0.0,31,0.12
1483,0.532,1.3,0.0,31,0.13
1484,0.532,1.3,0.0,31,0.14
1485,0.532,1.3,0.0,31,0.15
1486,0.532,1.3,0.0,31,0.16
1487,0.532,1.3,0.0,31,0.17
1488,0.532,1.3,0.0,31,0.18
1489,0.532,1.3,0.0,31,0.19
1490,0.532,1.3,0.0,31,0.2
1491,0.532,1.3,0.0,31,0.21
1492,0.532,1.3,0.0,31,0.22
1493,0.532,1.3,0.0,31,0.23
1494,0.532,1.3,0.0,31,0.24
1495,0.532,1.3,0.0,31,0.25
1496,0.532,1.3,0.0,31,0.26
1497,0.532,1.3,0.0,31,0.27
1498,0.532,1.3,0.0,31,0.28
1499,0.532,1.3,0.0,31,0.29
1500,0.532,1.3,0.0,31,0.3
1501,0.532,1.3,0.0,31,0.31
1502,0.532,1.3,0.0,31,0.32
1503,0.532,1.3,0.0,31,0.33
1504,0.532,1.3,0.0,31,0.34
1505,0.532,1.3,0.0,31,0.35
1506,0.532,1.3,0.0,31,0.36
1507,0.532,1.3,0.0,31,0.37
1508,0.532,1.3,0.0,31,0.38
1509,0.532,1.3,0.0,31,0.39
1510,0.532,1.3,0.0,31,0.4
1511,0.532,1.3,0.0,31,0.41
1512,0.532,1.3,0.0,31,0.42
1513,0.532,1.3,0.0,31,0.43
1514,0.532,1.3,0.0,31,0.44
1515,0.532,1.3,0.0,31,0.45
1516,0.532,1.3,0.0,31,0.46
1517,0.532,1.3,0.0,31,0.47
1518,0.532,1.3,0.0,31,0.48
1519,0.532,1.3,0.0,31,0.49
1520,0.532,1.3,0.0,32,0.01
1521,0.532,1.3,0.0,32,0.02
1522,0.532,1.3,0.0,32,0.03
1523,0.532,1.3,0.0,32,0.04
1524,0.532,1.3,0.0,32,0.05
1525,0.532,1.3,0.0,32,0.06
1526,0.532,1.3,0.0,32,0.07
1527,0.532,1.3,0.0,32,0.08
1528,0.532,1.3,0.0,32,0.09
1529,0.532,1.3,0.0,32,0.1
1530,0.532,1.3,0.0,32,0.11
1531,0.532,1.3,0.0,32,0.12
1532,0.532,1.3,0.0,32,0.13
1533,0.532,1.3,0.0,32,0.14
1534,0.532,1.3,0.0,32,0.15
1535,0.532,1.3,0.0,32,0.16
1536,0.532,1.3,0.0,32,0.17
1537,0.532,1.3,0.0,32,0.18
1538,0.532,1.3,0.0,32,0.19
1539,0.532,1.3,0.0,32,0.2
1540,0.532,1.3,0.0,32,0.21
1541,0.532,1.3,0.0,32,0.22
1542,0.532,1.3,0.0,32,0.23
1543,0.532,1.3,0.0,32,0.24
1544,0.532,1.3,0.0,32,0.25
1545,0.532,1.3,0.0,32,0.26
1546,0.532,1.3,0.0,32,0.27
1547,0.532,1.3,0.0,32,0.28
1548,0.532,1.3,0.0,32,0.29
1549,0.532,1.3,0.0,32,0.3
1550,0.532,1.3,0.0,32,0.31
1551,0.532,1.3,0.0,32,0.32
1552,0.532,1.3,0.0,32,0.33
1553,0.532,1.3,0.0,32,0.34
1554,0.532,1.3,0.0,32,0.35
1555,0.532,1.3,0.0,32,0.36
1556,0.532,1.3,0.0,32,0.37
1557,0.532,1.3,0.0,32,0.38
1558,0.532,1.3,0.0,32,0.39
1559,0.532,1.3,0.0,32,0.4
1560,0.532,1.3,0.0,32,0.41
1561,0.532,1.3,0.0,32,0.42
1562,0.532,1.3,0.0,32,0.43
1563,0.532,1.3,0.0,32,0.44
1564,0.532,1.3,0.0,32,0.45
1565,0.532,1.3,0.0,32,0.46
1566,0.532,1.3,0.0,32,0.47
1567,0.532,1.3,0.0,32,0.48
1568,0.532,1.3,0.0,32,0.49
1569,0.532,1.3,0.0,33,0.01
1570,0.532,1.3,0.0,33,0.02
1571,0.532,1.3,0.0,33,0.03
1572,0.532,1.3,0.0,33,0.04
1573,0.532,1.3,0.0,33,0.05
1574,0.532,1.3,0.0,33,0.06
1575,0.532,1.3,0.0,33,0.07
1576,0.532,1.3,0.0,33,0.08
1577,0.532,1.3,0.0,33,0.09
1578,0.532,1.3,0.0,33,0.1
1579,0.532,1.3,0.0,33,0.11
1580,0.532,1.3,0.0,33,0.12
1581,0.532,1.3,0.0,33,0.13
1582,0.532,1.3,0.0,33,0.14
1583,0.532,1.3,0.0,33,0.15
1584,0.532,1.3,0.0,33,0.16
1585,0.532,1.3,0.0,33,0.17
1586,0.532,1.3,0.0,33,0.18
1587,0.532,1.3,0.0,33,0.19
1588,0.532,1.3,0.0,33,0.2
1589,0.532,1.3,0.0,33,0.21
1590,0.532,1.3,0.0,33,0.22
1591,0.532,1.3,0.0,33,0.23
1592,0.532,1.3,0.0,33,0.24
1593,0.532,1.3,0.0,33,0.25
1594,0.532,1.3,0.0,33,0.26
1595,0.532,1.3,0.0,33,0.27
1596,0.532,1.3,0.0,33,0.28
1597,0.532,1.3,0.0,33,0.29
1598,0.532,1.3,0.0,33,0.3
1599,0.532,1.3,0.0,33,0.31
1600,0.532,1.3,0.0,33,0.32
1601,0.532,1.3,0.0,33,0.33
1602,0.532,1.3,0.0,33,0.34
1603,0.532,1.3,0.0,33,0.35
1604,0.532,1.3,0.0,33,0.36
1605,0.532,1.3,0.0,33,0.37
1606,0.532,1.3,0.0,33,0.38
1607,0.532,1.3,0.0,33,0.39
1608,0.532,1.3,0.0,33,0.4
1609,0.532,1.3,0.0,33,0.41
1610,0.532,1.3,0.0,33,0.42
1611,0.532,1.3,0.0,33,0.43
1612,0.532,1.3,0.0,33,0.44
1613,0.532,1.3,0.0,33,0.45
1614,0.532,1.3,0.0,33,0.46
1615,0.532,1.3,0.0,33,0.47
1616,0.532,1.3,0.0,33,0.48
1617,0.532,1.3,0.0,33,0.49
1618,0.532,1.3,0.0,34,0.01
1619,0.532,1.3,0.0,34,0.02
1620,0.532,1.3,0.0,34,0.03
1621,0.532,1.3,0.0,34,0.04
1622,0.532,1.3,0.0,34,0.05
1623,0.532,1.3,0.0,34,0.06
1624,0.532,1.3,0.0,34,0.07
1625,0.532,1.3,0.0,34,0.08
1626,0.532,1.3,0.0,34,0.09
1627,0.532,1.3,0.0,34,0.1
1628,0.532,1.3,0.0,34,0.11
1629,0.532,1.3,0.0,34,0.12
1630,0.532,1.3,0.0,34,0.13
1631,0.532,1.3,0.0,34,0.14
1632,0.532,1.3,0.0,34,0.15
1633,0.532,1.3,0.0,34,0.16
1634,0.532,1.3,0.0,34,0.17
1635,0.532,1.3,0.0,34,0.18
1636,0.532,1.3,0.0,34,0.19
1637,0.532,1.3,0.0,34,0.2
1638,0.532,1.3,0.0,34,0.21
1639,0.532,1.3,0.0,34,0.22
1640,0.532,1.3,0.0,34,0.23
1641,0.532,1.3,0.0,34,0.24
1642,0.532,1.3,0.0,34,0.25
1643,0.532,1.3,0.0,34,0.26
1644,0.532,1.3,0.0,34,0.27
1645,0.532,1.3,0.0,34,0.28
1646,0.532,1.3,0.0,34,0.29
1647,0.532,1.3,0.0,34,0.3
1648,0.532,1.3,0.0,34,0.31
1649,0.532,1.3,0.0,34,0.32
1650,0.532,1.3,0.0,34,0.33
1651,0.532,1.3,0.0,34,0.34
1652,0.532,1.3,0.0,34,0.35
1653,0.532,1.3,0.0,34,0.36
1654,0.532,1.3,0.0,34,0.37
1655,0.532,1.3,0.0,34,0.38
1656,0.532,1.3,0.0,34,0.39
1657,0.532,1.3,0.0,34,0.4
1658,0.532,1.3,0.0,34,0.41
1659,0.532,1.3,0.0,34,0.42
1660,0.532,1.3,0.0,34,0.43
1661,0.532,1.3,0.0,34,0.44
1662,0.532,1.3,0.0,34,0.45
1663,0.532,1.3,0.0,34,0.46
1664,0.532,1.3,0.0,34,0.47
1665,0.532,1.3,0.0,34,0.48
1666,0.532,1.3,0.0,34,0.49
1667,0.532,1.3,0.0,35,0.01
1668,0.532,1.3,0.0,35,0.02
1669,0.532,1.3,0.0,35,0.03
1670,0.532,1.3,0.0,35,0.04
1671,0.532,1.3,0.0,35,0.05
1672,0.532,1.3,0.0,35,0.06
1673,0.532,1.3,0.0,35,0.07
1674,0.532,1.3,0.0,35,0.08
1675,0.532,1.3,0.0,35,0.09
1676,0.532,1.3,0.0,35,0.1
1677,0.532,1.3,0.0,35,0.11
1678,0.532,1.3,0.0,35,0.12
1679,0.532,1.3,0.0,35,0.13
1680,0.532,1.3,0.0,35,0.14
1681,0.532,1.3,0.0,35,0.15
1682,0.532,1.3,0.0,35,0.16
1683,0.532,1.3,0.0,35,0.17
1684,0.532,1.3,0.0,35,0.18
1685,0.532,1.3,0.0,35,0.19
1686,0.532,1.3,0.0,35,0.2
1687,0.532,1.3,0.0,35,0.21
1688,0.532,1.3,0.0,35,0.22
1689,0.532,1.3,0.0,35,0.23
1690,0.532,1.3,0.0,35,0.24
1691,0.532,1.3,0.0,35,0.25
1692,0.532,1.3,0.0,35,0.26
1693,0.532,1.3,0.0,35,0.27
1694,0.532,1.3,0.0,35,0.28
1695,0.532,1.3,0.0,35,0.29
1696,0.532,1.3,0.0,35,0.3
1697,0.532,1.3,0.0,35,0.31
1698,0.532,1.3,0.0,35,0.32
1699,0.532,1.3,0.0,35,0.33
1700,0.532,1.3,0.0,35,0.34
1701,0.532,1.3,0.0,35,0.35
1702,0.532,1.3,0.0,35,0.36
1703,0.532,1.3,0.0,35,0.37
1704,0.532,1.3,0.0,35,0.38
1705,0.532,1.3,0.0,35,0.39
1706,0.532,1.3,0.0,35,0.4
1707,0.532,1.3,0.0,35,0.41
1708,0.532,1.3,0.0,35,0.42
1709,0.532,1.3,0.0,35,0.43
1710,0.532,1.3,0.0,35,0.44
1711,0.532,1.3,0.0,35,0.45
1712,0.532,1.3,0.0,35,0.46
1713,0.532,1.3,0.0,35,0.47
1714,0.532,1.3,0.0,35,0.48
1715,0.532,1.3,0.0,35,0.49
1716,0.532,1.3,0.0,36,0.01
1717,0.532,1.3,0.0,36,0.02
1718,0.532,1.3,0.0,36,0.03
1719,0.532,1.3,0.0,36,0.04
1720,0.532,1.3,0.0,36,0.05
1721,0.532,1.3,0.0,36,0.06
1722,0.532,1.3,0.0,36,0.07
1723,0.532,1.3,0.0,36,0.08
1724,0.532,1.3,0.0,36,0.09
1725,0.532,1.3,0.0,36,0.1
1726,0.532,1.3,0.0,36,0.11
1727,0.532,1.3,0.0,36,0.12
1728,0.532,1.3,0.0,36,0.13
1729,0.532,1.3,0.0,36,0.14
1730,0.532,1.3,0.0,36,0.15
1731,0.532,1.3,0.0,36,0.16
1732,0.532,1.3,0.0,36,0.17
1733,0.532,1.3,0.0,36,0.18
1734,0.532,1.3,0.0,36,0.19
1735,0.532,1.3,0.0,36,0.2
1736,0.532,1.3,0.0,36,0.21
1737,0.532,1.3,0.0,36,0.22
1738,0.532,1.3,0.0,36,0.23
1739,0.532,1.3,0.0,36,0.24
1740,0.532,1.3,0.0,36,0.25
1741,0.532,1.3,0.0,36,0.26
1742,0.532,1.3,0.0,36,0.27
1743,0.532,1.3,0.0,36,0.28
1744,0.532,1.3,0.0,36,0.29
1745,0.532,1.3,0.0,36,0.3
1746,0.532,1.3,0.0,36,0.31
1747,0.532,1.3,0.0,36,0.32
1748,0.532,1.3,0.0,36,0.33
1749,0.532,1.3,0.0,36,0.34
1750,0.532,1.3,0.0,36,0.35
1751,0.532,1.3,0.0,36,0.36
1752,0.532,1.3,0.0,36,0.37
1753,0.532,1.3,0.0,36,0.38
1754,0.532,1.3,0.0,36,0.39
1755,0.532,1.3,0.0,36,0.4
1756,0.532,1.3,0.0,36,0.41
1757,0.532,1.3,0.0,36,0.42
1758,0.532,1.3,0.0,36,0.43
1759,0.532,1.3,0.0,36,0.44
1760,0.532,1.3,0.0,36,0.45
1761,0.532,1.3,0.0,36,0.46
1762,0.532,1.3,0.0,36,0.47
1763,0.532,1.3,0.0,36,0.48
1764,0.532,1.3,0.0,36,0.49
1765,0.532,1.3,0.0,37,0.01
1766,0.532,1.3,0.0,37,0.02
1767,0.532,1.3,0.0,37,0.03
1768,0.532,1.3,0.0,37,0.04
1769,0.532,1.3,0.0,37,0.05
1770,0.532,1.3,0.0,37,0.06
1771,0.532,1.3,0.0,37,0.07
1772,0.532,1.3,0.0,37,0.08
1773,0.532,1.3,0.0,37,0.09
1774,0.532,1.3,0.0,37,0.1
1775,0.532,1.3,0.0,37,0.11
1776,0.532,1.3,0.0,37,0.12
1777,0.532,1.3,0.0,37,0.13
1778,0.532,1.3,0.0,37,0.14
1779,0.532,1.3,0.0,37,0.15
1780,0.532,1.3,0.0,37,0.16
1781,0.532,1.3,0.0,37,0.17
1782,0.532,1.3,0.0,37,0.18
1783,0.532,1.3,0.0,37,0.19
1784,0.532,1.3,0.0,37,0.2
1785,0.532,1.3,0.0,37,0.21
1786,0.532,1.3,0.0,37,0.22
1787,0.532,1.3,0.0,37,0.23
1788,0.532,1.3,0.0,37,0.24
1789,0.532,1.3,0.0,37,0.25
1790,0.532,1.3,0.0,37,0.26
1791,0.532,1.3,0.0,37,0.27
1792,0.532,1.3,0.0,37,0.28
1793,0.532,1.3,0.0,37,0.29
1794,0.532,1.3,0.0,37,0.3
1795,0.532,1.3,0.0,37,0.31
1796,0.532,1.3,0.0,37,0.32
1797,0.532,1.3,0.0,37,0.33
1798,0.532,1.3,0.0,37,0.34
1799,0.532,1.3,0.0,37,0.35
1800,0.532,1.3,0.0,37,0.36
1801,0.532,1.3,0.0,37,0.37
1802,0.532,1.3,0.0,37,0.38
1803,0.532,1.3,0.0,37,0.39
1804,0.532,1.3,0.0,37,0.4
1805,0.532,1.3,0.0,37,0.41
1806,0.532,1.3,0.0,37,0.42
1807,0.532,1.3,0.0,37,0.43
1808,0.532,1.3,0.0,37,0.44
1809,0.532,1.3,0.0,37,0.45
1810,0.532,1.3,0.0,37,0.46
1811,0.532,1.3,0.0,37,0.47
1812,0.532,1.3,0.0,37,0.48
1813,0.532,1.3,0.0,37,0.49
1814,0.532,1.3,0.0,38,0.01
1815,0.532,1.3,0.0,38,0.02
1816,0.532,1.3,0.0,38,0.03
1817,0.532,1.3,0.0,38,0.04
1818,0.532,1.3,0.0,38,0.05
1819,0.532,1.3,0.0,38,0.06
1820,0.532,1.3,0.0,38,0.07
1821,0.532,1.3,0.0,38,0.08
1822,0.532,1.3,0.0,38,0.09
1823,0.532,1.3,0.0,38,0.1
1824,0.532,1.3,0.0,38,0.11
1825,0.532,1.3,0.0,38,0.12
1826,0.532,1.3,0.0,38,0.13
1827,0.532,1.3,0.0,38,0.14
1828,0.532,1.3,0.0,38,0.15
1829,0.532,1.3,0.0,38,0.16
1830,0.532,1.3,0.0,38,0.17
1831,0.532,1.3,0.0,38,0.18
1832,0.532,1.3,0.0,38,0.19
1833,0.532,1.3,0.0,38,0.2
1834,0.532,1.3,0.0,38,0.21
1835,0.532,1.3,0.0,38,0.22
1836,0.532,1.3,0.0,38,0.23
1837,0.532,1.3,0.0,38,0.24
1838,0.532,1.3,0.0,38,0.25
1839,0.532,1.3,0.0,38,0.26
1840,0.532,1.3,0.0,38,0.27
1841,0.532,1.3,0.0,38,0.28
1842,0.532,1.3,0.0,38,0.29
1843,0.532,1.3,0.0,38,0.3
1844,0.532,1.3,0.0,38,0.31
1845,0.532,1.3,0.0,38,0.32
1846,0.532,1.3,0.0,38,0.33
1847,0.532,1.3,0.0,38,0.34
1848,0.532,1.3,0.0,38,0.35
1849,0.532,1.3,0.0,38,0.36
1850,0.532,1.3,0.0,38,0.37
1851,0.532,1.3,0.0,38,0.38
1852,0.532,1.3,0.0,38,0.39
1853,0.532,1.3,0.0,38,0.4
1854,0.532,1.3,0.0,38,0.41
1855,0.532,1.3,0.0,38,0.42
1856,0.532,1.3,0.0,38,0.43
1857,0.532,1.3,0.0,38,0.44
1858,0.532,1.3,0.0,38,0.45
1859,0.532,1.3,0.0,38,0.46
1860,0.532,1.3,0.0,38,0.47
1861,0.532,1.3,0.0,38,0.48
1862,0.532,1.3,0.0,38,0.49
1863,0.532,1.3,0.0,39,0.01
1864,0.532,1.3,0.0,39,0.02
1865,0.532,1.3,0.0,39,0.03
1866,0.532,1.3,0.0,39,0.04
1867,0.532,1.3,0.0,39,0.05
1868,0.532,1.3,0.0,39,0.06
1869,0.532,1.3,0.0,39,0.07
1870,0.532,1.3,0.0,39,0.08
1871,0.532,1.3,0.0,39,0.09
1872,0.532,1.3,0.0,39,0.1
1873,0.532,1.3,0.0,39,0.11
1874,0.532,1.3,0.0,39,0.12
1875,0.532,1.3,0.0,39,0.13
1876,0.532,1.3,0.0,39,0.14
1877,0.532,1.3,0.0,39,0.15
1878,0.532,1.3,0.0,39,0.16
1879,0.532,1.3,0.0,39,0.17
1880,0.532,1.3,0.0,39,0.18
1881,0.532,1.3,0.0,39,0.19
1882,0.532,1.3,0.0,39,0.2
1883,0.532,1.3,0.0,39,0.21
1884,0.532,1.3,0.0,39,0.22
1885,0.532,1.3,0.0,39,0.23
1886,0.532,1.3,0.0,39,0.24
1887,0.532,1.3,0.0,39,0.25
1888,0.532,1.3,0.0,39,0.26
1889,0.532,1.3,0.0,39,0.27
1890,0.532,1.3,0.0,39,0.28
1891,0.532,1.3,0.0,39,0.29
1892,0.532,1.3,0.0,39,0.3
1893,0.532,1.3,0.0,39,0.31
1894,0.532,1.3,0.0,39,0.32
1895,0.532,1.3,0.0,39,0.33
1896,0.532,1.3,0.0,39,0.34
1897,0.532,1.3,0.0,39,0.35
1898,0.532,1.3,0.0,39,0.36
1899,0.532,1.3,0.0,39,0.37
1900,0.532,1.3,0.0,39,0.38
1901,0.532,1.3,0.0,39,0.39
1902,0.532,1.3,0.0,39,0.4
1903,0.532,1.3,0.0,39,0.41
1904,0.532,1.3,0.0,39,0.42
1905,0.532,1.3,0.0,39,0.43
1906,0.532,1.3,0.0,39,0.44
1907,0.532,1.3,0.0,39,0.45
1908,0.532,1.3,0.0,39,0.46
1909,0.532,1.3,0.0,39,0.47
1910,0.532,1.3,0.0,39,0.48
1911,0.532,1.3,0.0,39,0.49
1912,0.532,1.3,0.0,40,0.01
1913,0.532,1.3,0.0,40,0.02
1914,0.532,1.3,0.0,40,0.03
1915,0.532,1.3,0.0,40,0.04
1916,0.532,1.3,0.0,40,0.05
1917,0.532,1.3,0.0,40,0.06
1918,0.532,1.3,0.0,40,0.07
1919,0.532,1.3,0.0,40,0.08
1920,0.532,1.3,0.0,40,0.09
1921,0.532,1.3,0.0,40,0.1
1922,0.532,1.3,0.0,40,0.11
1923,0.532,1.3,0.0,40,0.12
1924,0.532,1.3,0.0,40,0.13
1925,0.532,1.3,0.0,40,0.14
1926,0.532,1.3,0.0,40,0.15
1927,0.532,1.3,0.0,40,0.16
1928,0.532,1.3,0.0,40,0.17
1929,0.532,1.3,0.0,40,0.18
1930,0.532,1.3,0.0,40,0.19
1931,0.532,1.3,0.0,40,0.2
1932,0.532,1.3,0.0,40,0.21
1933,0.532,1.3,0.0,40,0.22
1934,0.532,1.3,0.0,40,0.23
1935,0.532,1.3,0.0,40,0.24
1936,0.532,1.3,0.0,40,0.25
1937,0.532,1.3,0.0,40,0.26
1938,0.532,1.3,0.0,40,0.27
1939,0.532,1.3,0.0,40,0.28
1940,0.532,1.3,0.0,40,0.29
1941,0.532,1.3,0.0,40,0.3
1942,0.532,1.3,0.0,40,0.31
1943,0.532,1.3,0.0,40,0.32
1944,0.532,1.3,0.0,40,0.33
1945,0.532,1.3,0.0,40,0.34
1946,0.532,1.3,0.0,40,0.35
1947,0.532,1.3,0.0,40,0.36
1948,0.532,1.3,0.0,40,0.37
1949,0.532,1.3,0.0,40,0.38
1950,0.532,1.3,0.0,40,0.39
1951,0.532,1.3,0.0,40,0.4
1952,0.532,1.3,0.0,40,0.41
1953,0.532,1.3,0.0,40,0.42
1954,0.532,1.3,0.0,40,0.43
1955,0.532,1.3,0.0,40,0.44
1956,0.532,1.3,0.0,40,0.45
1957,0.532,1.3,0.0,40,0.46
1958,0.532,1.3,0.0,40,0.47
1959,0.532,1.3,0.0,40,0.48
1960,0.532,1.3,0.0,40,0.49
1961,0.532,1.3,0.0,41,0.01
1962,0.532,1.3,0.0,41,0.02
1963,0.532,1.3,0.0,41,0.03
1964,0.532,1.3,0.0,41,0.04
1965,0.532,1.3,0.0,41,0.05
1966,0.532,1.3,0.0,41,0.06
1967,0.532,1.3,0.0,41,0.07
1968,0.532,1.3,0.0,41,0.08
1969,0.532,1.3,0.0,41,0.09
1970,0.532,1.3,0.0,41,0.1
1971,0.532,1.3,0.0,41,0.11
1972,0.532,1.3,0.0,41,0.12
1973,0.532,1.3,0.0,41,0.13
1974,0.532,1.3,0.0,41,0.14
1975,0.532,1.3,0.0,41,0.15
1976,0.532,1.3,0.0,41,0.16
1977,0.532,1.3,0.0,41,0.17
1978,0.532,1.3,0.0,41,0.18
1979,0.532,1.3,0.0,41,0.19
1980,0.532,1.3,0.0,41,0.2
1981,0.532,1.3,0.0,41,0.21
1982,0.532,1.3,0.0,41,0.22
1983,0.532,1.3,0.0,41,0.23
1984,0.532,1.3,0.0,41,0.24
1985,0.532,1.3,0.0,41,0.25
1986,0.532,1.3,0.0,41,0.26
1987,0.532,1.3,0.0,41,0.27
1988,0.532,1.3,0.0,41,0.28
1989,0.532,1.3,0.0,41,0.29
1990,0.532,1.3,0.0,41,0.3
1991,0.532,1.3,0.0,41,0.31
1992,0.532,1.3,0.0,41,0.32
1993,0.532,1.3,0.0,41,0.33
1994,0.532,1.3,0.0,41,0.34
1995,0.532,1.3,0.0,41,0.35
1996,0.532,1.3,0.0,41,0.36
1997,0.532,1.3,0.0,41,0.37
1998,0.532,1.3,0.0,41,0.38
1999,0.532,1.3,0.0,41,0.39
2000,0.532,1.3,0.0,41,0.4
2001,0.532,1.3,0.0,41,0.41
2002,0.532,1.3,0.0,41,0.42
2003,0.532,1.3,0.0,41,0.43
2004,0.532,1.3,0.0,41,0.44
2005,0.532,1.3,0.0,41,0.45
2006,0.532,1.3,0.0,41,0.46
2007,0.532,1.3,0.0,41,0.47
2008,0.532,1.3,0.0,41,0.48
2009,0.532,1.3,0.0,41,0.49
2010,0.532,1.3,0.0,42,0.01
2011,0.532,1.3,0.0,42,0.02
2012,0.532,1.3,0.0,42,0.03
2013,0.532,1.3,0.0,42,0.04
2014,0.532,1.3,0.0,42,0.05
2015,0.532,1.3,0.0,42,0.06
2016,0.532,1.3,0.0,42,0.07
2017,0.532,1.3,0.0,42,0.08
2018,0.532,1.3,0.0,42,0.09
2019,0.532,1.3,0.0,42,0.1
2020,0.532,1.3,0.0,42,0.11
2021,0.532,1.3,0.0,42,0.12
2022,0.532,1.3,0.0,42,0.13
2023,0.532,1.3,0.0,42,0.14
2024,0.532,1.3,0.0,42,0.15
2025,0.532,1.3,0.0,42,0.16
2026,0.532,1.3,0.0,42,0.17
2027,0.532,1.3,0.0,42,0.18
2028,0.532,1.3,0.0,42,0.19
2029,0.532,1.3,0.0,42,0.2
2030,0.532,1.3,0.0,42,0.21
2031,0.532,1.3,0.0,42,0.22
2032,0.532,1.3,0.0,42,0.23
2033,0.532,1.3,0.0,42,0.24
2034,0.532,1.3,0.0,42,0.25
2035,0.532,1.3,0.0,42,0.26
2036,0.532,1.3,0.0,42,0.27
2037,0.532,1.3,0.0,42,0.28
2038,0.532,1.3,0.0,42,0.29
2039,0.532,1.3,0.0,42,0.3
